MeSH Code	MeSH Name	ICD10 Code	ICD10 Name
D012893	Sleep Wake Disorders	G47.9	Sleep disorder, unspecified
D012893	Sleep Wake Disorders	G47	Sleep disorders
D020432	Trochlear Nerve Diseases	H49.1	Fourth [trochlear] nerve palsy
D012080	Chronic Kidney Disease-Mineral and Bone Disorder	N25.0	Renal osteodystrophy
D000070592	Metatarsus Varus	Q66.2	Metatarsus varus
D000070639	Elbow Tendinopathy	M77.0	Medial epicondylitis
D011009	Pneumoconiosis	J67.1	Bagassosis
D009369	Neoplasms	C80	Malignant neoplasm without specification of site
D009369	Neoplasms	D10-D36.9	Benign neoplasms
D009369	Neoplasms	D36.9	Benign neoplasm of unspecified site
D009369	Neoplasms	C00-C97.9	Malignant neoplasms
D020821	Dystonic Disorders	G24.1	Idiopathic familial dystonia
D006359	Heat Exhaustion	T67.1	Heat syncope
D011502	Protein-Energy Malnutrition	E41	Nutritional marasmus
D006547	Hernia	N81.5	Vaginal enterocele
D009494	Neurosyphilis	A50.4	Late congenital neurosyphilis [juvenile neurosyphilis]
D009494	Neurosyphilis	A52.1	Symptomatic neurosyphilis
D009494	Neurosyphilis	A52.2	Asymptomatic neurosyphilis
D003424	Crohn Disease	K50.1	Crohn's disease of large intestine
D014394	Tuberculosis, Osteoarticular	M90.0	Tuberculosis of bone
D014394	Tuberculosis, Osteoarticular	M01.1	Tuberculous arthritis
D011782	Quadriplegia	G82.3	Flaccid tetraplegia
D011782	Quadriplegia	G82.4	Spastic tetraplegia
D006212	Hallucinations	R44.0	Auditory hallucinations
D006212	Hallucinations	F06.0	Organic hallucinosis
D006212	Hallucinations	R44.1	Visual hallucinations
D052798	Balanitis Xerotica Obliterans	N48.6	Balanitis xerotica obliterans
D004677	Encephalocele	Q01.0	Frontal encephalocele
D004677	Encephalocele	Q01.2	Occipital encephalocele
D003882	Dermatomyositis	M33.0	Juvenile dermatomyositis
D006689	Hodgkin Disease	C81.2	Hodgkin's disease with mixed cellularity
D006689	Hodgkin Disease	C81.3	Hodgkin's disease with lymphocytic depletion
D006689	Hodgkin Disease	C81.0	Hodgkin's disease with lymphocytic predominance
D003456	Cryptorchidism	Q53.1	Undescended testicle, unilateral
D003456	Cryptorchidism	Q53.2	Undescended testicle, bilateral
D011014	Pneumonia	J18.1	Lobar pneumonia, unspecified
D007011	Hypoparathyroidism	E20.0	Idiopathic hypoparathyroidism
D008224	Lymphoma, Follicular	C82.1	Mixed small cleaved and large cell, follicular non-Hodgkin's lymphoma
D006259	Craniocerebral Trauma	S09.7	Multiple injuries of head
D006259	Craniocerebral Trauma	S07.1	Crushing injury of skull
D006259	Craniocerebral Trauma	S00.9	Superficial injury of head, part unspecified
D006259	Craniocerebral Trauma	S00	Superficial injury of head
D008271	Mycetoma	B47.0	Eumycetoma
D008271	Mycetoma	B47.1	Actinomycetoma
D004314	Down Syndrome	Q90.0	Trisomy 21, meiotic nondisjunction
D013226	Status Epilepticus	G41.0	Grand mal status epilepticus
D013226	Status Epilepticus	G41.1	Petit mal status epilepticus
D013226	Status Epilepticus	G41.2	Complex partial status epilepticus
D007319	Sleep Initiation and Maintenance Disorders	F51.0	Nonorganic insomnia
D006429	Hemiplegia	G83.3	Monoplegia, unspecified
D006429	Hemiplegia	G81.0	Flaccid hemiplegia
D006429	Hemiplegia	G81.1	Spastic hemiplegia
D006429	Hemiplegia	G80.2	Infantile hemiplegia
D008193	Lyme Disease	M01.2	Arthritis in Lyme disease
D001168	Arthritis	M06.4	Inflammatory polyarthropathy
D001168	Arthritis	M13.0	Polyarthritis, unspecified
D001168	Arthritis	M05-M14.9	Inflammatory polyarthropathies
D006473	Postpartum Hemorrhage	O72.2	Delayed and secondary postpartum hemorrhage
D012594	Scleroderma, Localized	L94.1	Linear scleroderma
D012769	Shock	R57.1	Hypovolemic shock
D010930	Plague	A20.2	Pneumonic plague
D010930	Plague	A20.7	Septicemic plague
D010930	Plague	A20.3	Plague meningitis
D010930	Plague	A20.0	Bubonic plague
D013001	Somatoform Disorders	F45.0	Somatization disorder
D020422	Mononeuropathies	G58.7	Mononeuritis multiplex
D020178	Sleep Disorders, Circadian Rhythm	F51.2	Nonorganic disorder of the sleep-wake schedule
D006333	Heart Failure	I50.0	Congestive heart failure
D006333	Heart Failure	I50.1	Left ventricular failure
D002549	Diffuse Cerebral Sclerosis of Schilder	G37.5	Concentric sclerosis [Balo]
D014201	Trematode Infections	B66.5	Fasciolopsiasis
D002590	Cestode Infections	B71.1	Dipylidiasis
D005155	Facial Nerve Diseases	G51.4	Facial myokymia
D005155	Facial Nerve Diseases	G51.1	Geniculate ganglionitis
D012563	Schizophrenia, Paranoid	F22.0	Delusional disorder
D008228	Lymphoma, Non-Hodgkin	C83.6	Undifferentiated (diffuse) non-Hodgkin's lymphoma
D008228	Lymphoma, Non-Hodgkin	C85.0	Lymphosarcoma
D008881	Migraine Disorders	G43.2	Status migrainosus
D051359	Lymphohistiocytosis, Hemophagocytic	D76.2	Haemophagocytic syndrome, infection-associated
D014917	Whooping Cough	A37	Whooping cough
D011656	Pulmonary Emphysema	J43.1	Panlobular emphysema
D011656	Pulmonary Emphysema	J43.2	Centrilobular emphysema
D013576	Syndactyly	Q70.4	Polysyndactyly
D006929	Hyperaldosteronism	E26.0	Primary hyperaldosteronism
D054747	Histiocytic Sarcoma	C96.1	Malignant histiocytosis
D007829	Laryngostenosis	Q31.1	Congenital subglottic stenosis
D015140	Dementia, Vascular	F01.0	Vascular dementia of acute onset
D015140	Dementia, Vascular	F01.2	Subcortical vascular dementia
D009617	Nocardia Infections	A43.0	Pulmonary nocardiosis
D011565	Psoriasis	L40.3	Pustulosis palmaris et plantaris
D013285	Strabismus	H50.6	Mechanical strabismus
D012003	Rectal Fistula	K60.3	Anal fistula
D007951	Leukemia, Myeloid	C93.1	Chronic monocytic leukemia
D005203	Farmer's Lung	J67.5	Mushroom-worker's lung
D007766	Lacrimal Apparatus Diseases	H04.2	Epiphora
D014438	Typhus, Epidemic Louse-Borne	A75.9	Typhus fever, unspecified
D014438	Typhus, Epidemic Louse-Borne	A75	Typhus fever
D014438	Typhus, Epidemic Louse-Borne	A75.1	Recrudescent typhus [Brill's disease]
D001927	Brain Diseases	G93.4	Encephalopathy, unspecified
D013981	Tic Disorders	F95.1	Chronic motor or vocal tic disorder
D013981	Tic Disorders	F95.0	Transient tic disorder
D006849	Hydrocephalus	Q03.9	Congenital hydrocephalus, unspecified
D006849	Hydrocephalus	G91.3	Post-traumatic hydrocephalus, unspecified
D006849	Hydrocephalus	G91.0	Communicating hydrocephalus
D006849	Hydrocephalus	G91.1	Obstructive hydrocephalus
D006849	Hydrocephalus	Q03	Congenital hydrocephalus
D009220	Myositis	M60.0	Infective myositis
D014103	Torticollis	G24.3	Spasmodic torticollis
D017086	beta-Thalassemia	D56.4	Hereditary persistence of fetal haemoglobin [HPFH]
D016142	Holoprosencephaly	Q04.1	Arhinencephaly
D000743	Anemia, Hemolytic	D59	Acquired hemolytic anemia
D000743	Anemia, Hemolytic	D59.9	Acquired hemolytic anemia, unspecified
D002357	Cartilage Diseases	M94.2	Chondromalacia
D004675	Encephalitis, Tick-Borne	A84.0	Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
D004675	Encephalitis, Tick-Borne	A84.1	Central European tick-borne encephalitis
D017490	Ichthyosis, Lamellar	Q80	Congenital ichthyosis
D017490	Ichthyosis, Lamellar	Q80.9	Congenital ichthyosis, unspecified
D017490	Ichthyosis, Lamellar	Q80.4	Harlequin fetus
D013262	Stevens-Johnson Syndrome	L51.2	Toxic epidermal necrolysis [Lyell]
D058627	Megalencephaly	Q04.5	Megalencephaly
D015423	Scleritis	H15.1	Episcleritis
D010267	Parapsoriasis	L41.4	Large plaque parapsoriasis
D008105	Liver Cirrhosis, Biliary	K74.4	Secondary biliary cirrhosis
D008105	Liver Cirrhosis, Biliary	K74.3	Primary biliary cirrhosis
D008883	Miliaria	L74.0	Miliaria rubra
D000544	Alzheimer Disease	F00.0	Dementia in Alzheimer's disease with early onset
D000544	Alzheimer Disease	F00.1	Dementia in Alzheimer's disease with late onset
D000544	Alzheimer Disease	G30.0	Alzheimer's disease with early onset
D000544	Alzheimer Disease	G30.1	Alzheimer's disease with late onset
D006828	Hydatidiform Mole	O01.1	Incomplete and partial hydatidiform mole
D010264	Paraplegia	G82.0	Flaccid paraplegia
D010264	Paraplegia	G82.1	Spastic paraplegia
D012005	Rectal Prolapse	K62.2	Anal prolapse
D010392	Pemphigus	L10.0	Pemphigus vulgaris
D010392	Pemphigus	L10.2	Pemphigus foliaceus
D000012	Abetalipoproteinemia	E78.6	Lipoprotein deficiency
D000015	Abnormalities, Multiple	Q89.7	Multiple congenital malformations, not elsewhere classified
D000058	Accidental Falls	W00-W19.9	Falls
D000058	Accidental Falls	W19	Unspecified fall causing accidental injury
D000059	Accidents	X58	Exposure to other specified factors as an external cause of morbidity and mortality
D000140	Acidosis, Lactic	E87.2	Acidosis
D000141	Acidosis, Renal Tubular	N25.8	Other disorders resulting from impaired renal tubular function
D000142	Acidosis, Respiratory	E87.2	Acidosis
D000163	Acquired Immunodeficiency Syndrome	B24	Unspecified human immunodeficiency virus [HIV] disease
D000163	Acquired Immunodeficiency Syndrome	B20-B24.9	Human immunodeficiency virus [HIV] disease
D000219	Adams-Stokes Syndrome	I45.9	Conduction disorder, unspecified
D000273	Adipose Tissue	E65	Localized adiposity
D000274	Adiposis Dolorosa	E88.2	Lipomatosis, not elsewhere classified
D000312	Adrenal Hyperplasia, Congenital	E25.0	Congenital adrenogenital disorders associated with enzyme deficiency
D000335	Aerosol Propellants	T59	Toxic effect of other gases, fumes and vapours
D000341	Affective Disorders, Psychotic	F30-F39.9	Mood [affective] disorders
D000341	Affective Disorders, Psychotic	F39	Unspecified mood [affective] disorder
D000347	Afibrinogenemia	D68.2	Hereditary deficiency of other clotting factors
D000361	Agammaglobulinemia	D80.1	Nonfamilial hypogammaglobulinaemia
D000381	Agraphia	R48.8	Other and unspecified symbolic dysfunctions
D000386	AIDS-Related Complex	B24	Unspecified human immunodeficiency virus [HIV] disease
D000386	AIDS-Related Complex	B20-B24.9	Human immunodeficiency virus [HIV] disease
D000472	Alkalosis, Respiratory	E87.3	Alkalosis
D000542	Alveolitis, Extrinsic Allergic	J67.9	Hypersensitivity pneumonitis due to unspecified organic dust
D000542	Alveolitis, Extrinsic Allergic	J67	Hypersensitivity pneumonitis due to organic dust
D000567	Amelogenesis Imperfecta	K00.5	Hereditary disturbances in tooth structure, not elsewhere classified
D000744	Anemia, Hemolytic, Autoimmune	D59.1	Other autoimmune haemolytic anaemias
D000747	Anemia, Hypochromic	D50.9	Iron deficiency anaemia, unspecified
D000747	Anemia, Hypochromic	D50	Iron deficiency anaemia
D000749	Anemia, Megaloblastic	D53.1	Other megaloblastic anaemias, not elsewhere classified
D000752	Anemia, Pernicious	D51.0	Vitamin B12 deficiency anaemia due to intrinsic factor deficiency
D000756	Anemia, Sideroblastic	D64.3	Other sideroblastic anaemias
D000788	Angina Pectoris, Variant	I20.1	Angina pectoris with documented spasm
D000853	Anophthalmos	Q11.1	Other anophthalmos
D000874	Anthracosilicosis	J60	Coalworker's pneumoconiosis
D001006	Anus, Imperforate	Q42.3	Congenital absence, atresia and stenosis of anus without fistula
D001007	Anxiety	F41.1	Generalized anxiety disorder
D001025	Aortitis	I77.6	Arteritis, unspecified
D001100	Arachnoiditis	G03	Meningitis due to other and unspecified causes
D001100	Arachnoiditis	G03.9	Meningitis, unspecified
D001102	Arbovirus Infections	A94	Unspecified arthropod-borne viral fever
D001161	Arteriosclerosis	I25.0	Atherosclerotic cardiovascular disease, so described
D001161	Arteriosclerosis	I70	Atherosclerosis
D001164	Arteriovenous Fistula	Q27.3	Peripheral arteriovenous malformation
D001195	Asbestosis	J61	Pneumoconiosis due to asbestos and other mineral fibres
D054537	Atrioventricular Block	I44.3	Other and unspecified atrioventricular block
D001327	Autoimmune Diseases	M35.9	Systemic involvement of connective tissue, unspecified
D001327	Autoimmune Diseases	M30-M36.9	Systemic connective tissue disorders
D001506	Beckwith-Wiedemann Syndrome	Q87.3	Congenital malformation syndromes involving early overgrowth
D001765	Blind Loop Syndrome	K90.2	Blind loop syndrome, not elsewhere classified
D001883	Borderline Personality Disorder	F60.3	Emotionally unstable personality disorder
D001913	Bowen's Disease	D00-D09.9	In situ neoplasms
D001913	Bowen's Disease	D07.4	Carcinoma in situ of penis
D047688	Breast Cyst	N60.0	Solitary cyst of breast
D001997	Bronchopulmonary Dysplasia	P27.8	Other chronic respiratory diseases originating in the perinatal period
D002012	Bruxism	F45.8	Other somatoform disorders
D002012	Bruxism	F45.3	Somatoform autonomic dysfunction
D002032	Bulimia	F50.2	Bulimia nervosa
D002056	Burns	T30.0	Burn of unspecified body region, unspecified degree
D002062	Bursitis	M25.7	Osteophyte
D002062	Bursitis	M77.9	Enthesopathy, unspecified
D002313	Cardiomyopathy, Restrictive	I42.5	Other restrictive cardiomyopathy
D002527	Myoclonic Cerebellar Dyssynergia	G11.1	Early-onset cerebellar ataxia
D002528	Cerebellar Neoplasms	D33.1	Benign neoplasm of brain, infratentorial
D002532	Intracranial Aneurysm	I67.1	Cerebral aneurysm, nonruptured
D002601	Chancre	A51.0	Primary genital syphilis
D002607	Charcot-Marie-Tooth Disease	G60.0	Hereditary motor and sensory neuropathy
D002609	Chediak-Higashi Syndrome	D72.0	Genetic anomalies of leukocytes
D002613	Cheilitis	K13.0	Diseases of lips
D002636	Cherubism	K10.8	Other specified diseases of jaws
D002639	Cheyne-Stokes Respiration	R06.3	Periodic breathing
D002659	Child Development Disorders, Pervasive	F84.1	Atypical autism
D015209	Cholangitis, Sclerosing	K83.0	Cholangitis
D002820	Hydatidiform Mole, Invasive	D39.2	Neoplasm of uncertain or unknown behavior of placenta
D002822	Choriocarcinoma	C58	Malignant neoplasm of placenta
D002833	Choroiditis	H30	Chorioretinal inflammation
D002833	Choroiditis	H30.9	Chorioretinal inflammation, unspecified
D002915	Chylous Ascites	I89.8	Other specified noninfective disorders of lymphatic vessels and lymph nodes
D002973	Cleidocranial Dysplasia	Q74.0	Other congenital malformations of upper limb(s), including shoulder girdle
D002988	Cloaca	Q43.7	Persistent cloaca
D003057	Cockayne Syndrome	Q87.1	Congenital malformation syndromes predominantly associated with short stature
D003092	Colitis	K52.9	Noninfective gastroenteritis and colitis, unspecified
D003103	Coloboma	Q13.0	Coloboma of iris
D003147	Communication Disorders	F80.9	Developmental disorder of speech and language, unspecified
D003221	Confusion	F44.8	Other dissociative [conversion] disorders
D003221	Confusion	F44.3	Trance and possession disorders
D003288	Contusions	T14.8	Other injuries of unspecified body region
D003288	Contusions	T14.5	Injury of blood vessel(s) of unspecified body region
D003291	Conversion Disorder	F44	Dissociative [conversion] disorders
D003291	Conversion Disorder	F44.9	Dissociative [conversion] disorder, unspecified
D003327	Coronary Disease	I25.0	Atherosclerotic cardiovascular disease, so described
D003327	Coronary Disease	I25.1	Atherosclerotic heart disease
D003327	Coronary Disease	I70	Atherosclerosis
D003384	Coxsackievirus Infections	B34.1	Enterovirus infection, unspecified
D003409	Congenital Hypothyroidism	E00.1	Congenital iodine-deficiency syndrome, myxoedematous type
D003444	Crush Syndrome	T79.5	Traumatic anuria
D003483	Cutis Laxa	Q82.8	Other specified congenital malformations of skin
D003557	Phyllodes Tumor	D48.6	Neoplasm of uncertain or unknown behavior of breast
D003638	Deafness	H91.9	Hearing loss, unspecified
D003719	Dens in Dente	K00.2	Abnormalities of size and form of teeth
D003784	Dental Pulp Calcification	K04.2	Pulp degeneration
D003803	Dentigerous Cyst	K09.0	Developmental odontogenic cysts
D003805	Dentin Dysplasia	K00.5	Hereditary disturbances in tooth structure, not elsewhere classified
D003811	Dentinogenesis Imperfecta	K00.5	Hereditary disturbances in tooth structure, not elsewhere classified
D003866	Depressive Disorder	F34.1	Dysthymia
C562379	Dermatosis Papulosa Nigra	L82	Seborrhoeic keratosis
D003884	Dermoid Cyst	L72.0	Epidermal cyst
D003884	Dermoid Cyst	K09.8	Other cysts of oral region, not elsewhere classified
D003965	Diaphragmatic Eventration	Q79.1	Other congenital malformations of diaphragm
D004184	Dirofilariasis	B74.8	Other filariases
D004213	Dissociative Disorders	F44	Dissociative [conversion] disorders
D004213	Dissociative Disorders	F44.9	Dissociative [conversion] disorder, unspecified
D004244	Dizziness	R42	Dizziness and giddiness
D004342	Drug Hypersensitivity	T88.7	Unspecified adverse effect of drug or medicament
D020388	Muscular Dystrophy, Duchenne	G71.0	Muscular dystrophy
D004377	Dumping Syndrome	K91.1	Postgastric surgery syndromes
D004393	Dwarfism, Pituitary	E23.0	Hypopituitarism
D020820	Dyskinesias	G24.4	Idiopathic orofacial dystonia
D004416	Dysplastic Nevus Syndrome	D22.9	Melanocytic naevi, unspecified
D004416	Dysplastic Nevus Syndrome	D22	Melanocytic naevi
D004418	Dyspnea, Paroxysmal	I50.1	Left ventricular failure
D004420	Dystocia	O66.9	Obstructed labour, unspecified
D004421	Dystonia	G24.9	Dystonia, unspecified
D004451	Echinostomiasis	B66.8	Other specified fluke infections
D004457	Echovirus Infections	B34.1	Enterovirus infection, unspecified
D004476	Ectodermal Dysplasia	Q84.8	Other specified congenital malformations of integument
D004485	Eczema	L30.9	Dermatitis, unspecified
D004541	Eisenmenger Complex	I27.8	Other specified pulmonary heart diseases
D004605	Elephantiasis, Filarial	B74.0	Filariasis due to Wuchereria bancrofti
D004646	Emphysema	J43.9	Emphysema, unspecified
D004692	Endarteritis	I77.6	Arteritis, unspecified
D004694	Endocardial Cushion Defects	Q21.2	Atrioventricular septal defect
D004751	Enteritis	K52.9	Noninfective gastroenteritis and colitis, unspecified
D004761	Enterocolitis, Pseudomembranous	A04.7	Enterocolitis due to Clostridium difficile
D004775	Enuresis	R32	Unspecified urinary incontinence
D004803	Eosinophilic Granuloma	K13.4	Granuloma and granuloma-like lesions of oral mucosa
D004831	Epilepsies, Myoclonic	G40.6	Grand mal seizures, unspecified (with or without petit mal)
D004831	Epilepsies, Myoclonic	G40.4	Other generalized epilepsy and epileptic syndromes
D015787	Erythema Chronicum Migrans	A26.0	Cutaneous erysipeloid
D004891	Erythema Induratum	A18.4	Tuberculosis of skin and subcutaneous tissue
D004919	Erythroplasia	D00-D09.9	In situ neoplasms
D004919	Erythroplasia	D07.4	Carcinoma in situ of penis
D004933	Esophageal Atresia	Q39.0	Atresia of oesophagus without fistula
D015155	Esophageal Spasm, Diffuse	K22.4	Dyskinesia of oesophagus
D004940	Esophageal Stenosis	K22.2	Oesophageal obstruction
D015521	Ethmoid Sinusitis	J32.2	Chronic ethmoidal sinusitis
D005131	Eye Injuries	S00-S09.9	Injuries to the head
D005131	Eye Injuries	S09.9	Unspecified injury of head
D015807	Eye Injuries, Penetrating	S05.6	Penetrating wound of eyeball without foreign body
D005157	Facial Pain	R51	Headache
D005158	Facial Paralysis	G51.0	Bell's palsy
D005166	Factor V Deficiency	D68.2	Hereditary deficiency of other clotting factors
D005168	Factor VII Deficiency	D68.2	Hereditary deficiency of other clotting factors
D005208	Fasciitis	M72	Fibroblastic disorders
D005208	Fasciitis	M72.9	Fibroblastic disorder, unspecified
D005236	Favism	D55.0	Anaemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency
D005350	Fibroma	M72	Fibroblastic disorders
